text,label,language
"Customer may terminate this Agreement (including all Service Option Attachments) or any Service Option Attachment (with the exception of any Service Option Attachment that is a prerequisite for the provision of Services under a non-terminated Service Option Attachment) for convenience at the end of any calendar month by: a. providing at least one month's prior written notice to IBM; and b. paying the applicable early termination charges, if any, specified in Attachment A and applicable Service Option Attachments.",termination,english
"For each Default Month, the Party in default shall pay a penalty equal to five (5) times the Party not in default's corporate average yield during the Default Month for each shipment below the performance commitment",penalty,english
"Umbrella (excess) liability coverage in an amount not less than $3,000,000 per occurrence and in the aggregate.",insurance,english
Qualigen shall provide Sekisui with copies of any Product test records requested or Sekisui may audit Qualigen to review the Product test records.,audit_rights,english
"If Capital Resources elects to terminate this Agreement as provided in this section, the Company and the Association shall be notified as provided in Section 13 hereof, promptly by Capital Resources by telephone or telegram, confirmed by letter.",termination,english
"Unless accepted by the Principal, the Distributor agrees that during the term of this Agreement, the Distributor, either directly or indirectly, shall handle no products that are competitive with the Products within the Territory.",non_compete,english
(e) Without cause on no less than seven (7) days prior written notice.,termination,english
"4.1.9 Ginkgo may elect, at any time in its sole discretion, to terminate the Software License Agreement that comprises part of the BLI Terms and Conditions and, upon such termination, Ginkgo's right to use such underlying Software shall term",termination,english
"MBE shall, at any time during the term of this Agreement, be entitled to audit all such records upon ten (10) days written notice to the Company, in order to confirm the accuracy of such records and conformance with the terms and conditions of this Agreement; provided, however, that no more than one (1) such audit may be conducted in any -------- ------- ninety (90)-day period.",audit_rights,english
"If any such action occurs and results in an employee accepting employment with the other Party, the Party with whom the employee accepts employment agrees to pay to the other Party as liquidated damages, an amount equal to two times that particular individual's annual salary and bonus.",penalty,english
"foregoing sentence, Customer may more frequently conduct ""for cause"" physical inspections or audits of a Facility with five (5) days' advance written notice to Manufacturer if Customer has reasonable cause to believe that an inspection or audit of such Facility is warranted because Manufacturer's activities with respect to such Facility are in breach of this Agreement, applicable Laws, the Quality Agreement or the applicable Facility Addendum.",audit_rights,english
"This Agreement grants ENVISION a non-exclusive and non-royalty bearing license to use the mark ""SierraSil"".",license_grant,english
"Notwithstanding the foregoing, it is understood that signage, letterhead, invoices, business cards, promotional materials and similar items may reference the Parent Name or Parent Mark ""MeadWestvaco"" and ""MWV"" in the same manner as used by SpinCo prior to the Effective Time, during a twelve-month phase out period as SpinCo replaces such Parent Name and Parent Mark with the SpinCo Name and SpinCo Mark.",license_grant,english
"This Agreement, which is in English, shall be governed by and construed in accordance with the laws of the State of California without regard to the conflicts of laws principles thereof.",governing_law,english
"Janssen or an authorized representative of Janssen, and any governmental agency that regulates a Party, may, at reasonable times during the Term and upon reasonable notice to Company, inspect and audit the Books and Records of Company with respect to Company's obligations under this Agreement for the sole purpose of evaluating Company's compliance with Sections 3.1.3, 3.4.2, 11.5 and 11.6 of this Agreement, applicable Laws and the Promotion Rules.",audit_rights,english
Such sums of money will be paid by HealthGate to the Publishers not as a penalty but as and for the ascertained and liquidated damages owing and payable by HealthGate to the Publishers by reason of such failure to meet the System Completion Date.,penalty,english
"Wade represents and warrants that during the Term and in the Territory, neither Wade nor any of his agents, representatives or employees will solicit, initiate, or encourage any proposal for an endorsement by Wade of any Innerwear to commence during the Term, or participate in any discussions or negotiations for the same.",non_compete,english
"""Required Negative Carry Amount"" means, for any Payment Date during the Revolving Period, an amount equal to the product of (i) the amount in the Acquisition Account on the Payment Date (after giving effect to all payments under Section 8.2(c) of the Indenture and the acquisition of Additional Receivables, if any, on the Payment Date), (ii) the weighted average Note Interest Rate and (iii) 1/12.",general,english
"For the development and revision of the Platform Rules that may affect Party B's rights and obligations, Party A will notify Party B in writing via email 10 days prior to the implementation of the new Platform Rules, and Party B shall decide whether to continue to perform this Agreement within 10 days from the date of receipt of the notice via email.",general,english
"AbbVie may terminate this Agreement in its entirety, or on a country or other jurisdiction -by-country or other jurisdiction basis, for any or no reason, upon ninety (90) days' prior written notice to Harpoon.",termination,english
Customer and Supplier each represent that they are sufficiently insured against any liability arising under this Agreement.,insurance,english
